Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2021-01-11 17:00:00,France,France,FR,74.62,100.12,85.86,27.93,opendata.reseaux-energies.fr,False,
2021-01-11 18:00:00,France,France,FR,71.74,96.73,86.28,28.9,opendata.reseaux-energies.fr,False,
2021-01-11 19:00:00,France,France,FR,67.69,92.35,86.6,26.95,opendata.reseaux-energies.fr,False,
2021-01-11 20:00:00,France,France,FR,63.87,88.01,86.84,23.99,opendata.reseaux-energies.fr,False,
2021-01-11 21:00:00,France,France,FR,63.87,88.48,86.68,21.89,opendata.reseaux-energies.fr,False,
2021-01-11 22:00:00,France,France,FR,64.15,88.76,86.68,22.46,opendata.reseaux-energies.fr,False,
2021-01-11 23:00:00,France,France,FR,62.84,86.98,86.95,22.39,opendata.reseaux-energies.fr,False,
2021-01-12 00:00:00,France,France,FR,61.75,86.06,87.05,21.66,opendata.reseaux-energies.fr,False,
2021-01-12 01:00:00,France,France,FR,61.5,85.79,87.09,21.63,opendata.reseaux-energies.fr,False,
2021-01-12 02:00:00,France,France,FR,55.3,78.65,88.08,21.92,opendata.reseaux-energies.fr,False,
2021-01-12 03:00:00,France,France,FR,51.45,74.13,88.74,22.07,opendata.reseaux-energies.fr,False,
2021-01-12 04:00:00,France,France,FR,52.88,75.35,88.91,22.59,opendata.reseaux-energies.fr,False,
2021-01-12 05:00:00,France,France,FR,57.63,81.12,87.94,23.32,opendata.reseaux-energies.fr,False,
2021-01-12 06:00:00,France,France,FR,61.79,85.97,87.21,25.28,opendata.reseaux-energies.fr,False,
2021-01-12 07:00:00,France,France,FR,63.89,88.55,86.75,26.61,opendata.reseaux-energies.fr,False,
2021-01-12 08:00:00,France,France,FR,61.51,85.1,87.46,28.39,opendata.reseaux-energies.fr,False,
2021-01-12 09:00:00,France,France,FR,60.45,83.89,87.73,29.28,opendata.reseaux-energies.fr,False,
2021-01-12 10:00:00,France,France,FR,60.31,83.92,87.67,29.31,opendata.reseaux-energies.fr,False,
2021-01-12 11:00:00,France,France,FR,62.93,87.28,87.27,29.89,opendata.reseaux-energies.fr,False,
2021-01-12 12:00:00,France,France,FR,63.51,88.43,87.02,28.72,opendata.reseaux-energies.fr,False,
2021-01-12 13:00:00,France,France,FR,64.61,89.56,86.8,27.48,opendata.reseaux-energies.fr,False,
2021-01-12 14:00:00,France,France,FR,66.11,91.23,86.52,26.53,opendata.reseaux-energies.fr,False,
2021-01-12 15:00:00,France,France,FR,72.41,98.56,85.66,26.23,opendata.reseaux-energies.fr,False,
2021-01-12 16:00:00,France,France,FR,76.5,103.53,85.16,25.58,opendata.reseaux-energies.fr,False,
2021-01-12 17:00:00,France,France,FR,80.65,108.44,84.72,26.34,opendata.reseaux-energies.fr,False,
2021-01-12 18:00:00,France,France,FR,79.25,106.45,84.92,27.42,opendata.reseaux-energies.fr,False,
2021-01-12 19:00:00,France,France,FR,73.62,99.88,85.45,25.11,opendata.reseaux-energies.fr,False,
2021-01-12 20:00:00,France,France,FR,70.57,96.12,85.85,22.76,opendata.reseaux-energies.fr,False,
2021-01-12 21:00:00,France,France,FR,70.06,96.0,85.97,20.78,opendata.reseaux-energies.fr,False,
2021-01-12 22:00:00,France,France,FR,69.63,95.84,85.83,20.13,opendata.reseaux-energies.fr,False,
2021-01-12 23:00:00,France,France,FR,67.72,93.48,85.88,18.86,opendata.reseaux-energies.fr,False,
2021-01-13 00:00:00,France,France,FR,68.5,94.46,85.77,18.07,opendata.reseaux-energies.fr,False,
2021-01-13 01:00:00,France,France,FR,66.4,91.76,86.35,17.45,opendata.reseaux-energies.fr,False,
2021-01-13 02:00:00,France,France,FR,62.54,87.13,86.9,16.7,opendata.reseaux-energies.fr,False,
2021-01-13 03:00:00,France,France,FR,60.57,84.59,87.39,16.72,opendata.reseaux-energies.fr,False,
2021-01-13 04:00:00,France,France,FR,62.85,87.49,86.92,16.91,opendata.reseaux-energies.fr,False,
2021-01-13 05:00:00,France,France,FR,70.17,96.16,85.66,17.83,opendata.reseaux-energies.fr,False,
2021-01-13 06:00:00,France,France,FR,70.29,95.99,85.74,21.17,opendata.reseaux-energies.fr,False,
2021-01-13 07:00:00,France,France,FR,69.92,95.34,85.99,24.12,opendata.reseaux-energies.fr,False,
2021-01-13 08:00:00,France,France,FR,69.1,94.2,86.15,25.45,opendata.reseaux-energies.fr,False,
2021-01-13 09:00:00,France,France,FR,68.09,93.07,86.31,26.36,opendata.reseaux-energies.fr,False,
2021-01-13 10:00:00,France,France,FR,68.07,93.4,86.31,27.56,opendata.reseaux-energies.fr,False,
2021-01-13 11:00:00,France,France,FR,67.56,92.84,86.52,28.5,opendata.reseaux-energies.fr,False,
2021-01-13 12:00:00,France,France,FR,67.67,92.98,86.48,28.05,opendata.reseaux-energies.fr,False,
2021-01-13 13:00:00,France,France,FR,60.99,85.44,87.15,27.75,opendata.reseaux-energies.fr,False,
2021-01-13 14:00:00,France,France,FR,59.22,83.36,87.29,27.0,opendata.reseaux-energies.fr,False,
2021-01-13 15:00:00,France,France,FR,59.88,84.27,87.11,26.49,opendata.reseaux-energies.fr,False,
2021-01-13 16:00:00,France,France,FR,63.0,87.58,86.8,26.61,opendata.reseaux-energies.fr,False,
2021-01-13 17:00:00,France,France,FR,66.44,91.54,86.46,27.89,opendata.reseaux-energies.fr,False,
2021-01-13 18:00:00,France,France,FR,65.16,89.84,86.61,27.69,opendata.reseaux-energies.fr,False,
2021-01-13 19:00:00,France,France,FR,60.3,84.95,86.87,23.54,opendata.reseaux-energies.fr,False,
2021-01-13 20:00:00,France,France,FR,53.82,76.78,88.43,22.73,opendata.reseaux-energies.fr,False,
2021-01-13 21:00:00,France,France,FR,49.06,70.88,89.44,22.27,opendata.reseaux-energies.fr,False,
2021-01-13 22:00:00,France,France,FR,52.2,74.71,88.78,22.38,opendata.reseaux-energies.fr,False,
2021-01-13 23:00:00,France,France,FR,51.02,73.05,89.19,21.88,opendata.reseaux-energies.fr,False,
2021-01-14 00:00:00,France,France,FR,47.08,68.07,90.15,21.24,opendata.reseaux-energies.fr,False,
2021-01-14 01:00:00,France,France,FR,46.53,67.34,90.31,20.82,opendata.reseaux-energies.fr,False,
2021-01-14 02:00:00,France,France,FR,44.71,65.09,90.75,20.36,opendata.reseaux-energies.fr,False,
2021-01-14 03:00:00,France,France,FR,42.29,62.06,91.34,20.3,opendata.reseaux-energies.fr,False,
2021-01-14 04:00:00,France,France,FR,44.08,64.18,91.09,20.65,opendata.reseaux-energies.fr,False,
2021-01-14 05:00:00,France,France,FR,47.54,68.59,90.15,20.52,opendata.reseaux-energies.fr,False,
2021-01-14 06:00:00,France,France,FR,56.79,80.3,87.81,21.56,opendata.reseaux-energies.fr,False,
2021-01-14 07:00:00,France,France,FR,62.62,87.14,86.62,23.68,opendata.reseaux-energies.fr,False,
2021-01-14 08:00:00,France,France,FR,60.9,84.5,87.26,25.16,opendata.reseaux-energies.fr,False,
2021-01-14 09:00:00,France,France,FR,63.22,86.9,87.17,26.28,opendata.reseaux-energies.fr,False,
2021-01-14 10:00:00,France,France,FR,58.59,81.87,87.8,27.88,opendata.reseaux-energies.fr,False,
2021-01-14 11:00:00,France,France,FR,57.02,80.13,88.08,29.26,opendata.reseaux-energies.fr,False,
2021-01-14 12:00:00,France,France,FR,57.33,80.45,88.1,29.54,opendata.reseaux-energies.fr,False,
2021-01-14 13:00:00,France,France,FR,58.48,82.21,87.78,28.23,opendata.reseaux-energies.fr,False,
2021-01-14 14:00:00,France,France,FR,59.03,82.74,87.67,27.4,opendata.reseaux-energies.fr,False,
2021-01-14 15:00:00,France,France,FR,57.66,80.78,88.07,27.5,opendata.reseaux-energies.fr,False,
2021-01-14 16:00:00,France,France,FR,58.21,81.42,87.87,27.63,opendata.reseaux-energies.fr,False,
2021-01-14 17:00:00,France,France,FR,60.27,83.39,87.64,28.77,opendata.reseaux-energies.fr,False,
2021-01-14 18:00:00,France,France,FR,60.85,84.09,87.54,28.87,opendata.reseaux-energies.fr,False,
2021-01-14 19:00:00,France,France,FR,56.05,79.3,87.95,26.4,opendata.reseaux-energies.fr,False,
2021-01-14 20:00:00,France,France,FR,55.42,78.61,88.09,24.14,opendata.reseaux-energies.fr,False,
2021-01-14 21:00:00,France,France,FR,51.56,73.72,89.09,23.36,opendata.reseaux-energies.fr,False,
2021-01-14 22:00:00,France,France,FR,46.12,66.73,90.49,24.17,opendata.reseaux-energies.fr,False,
2021-01-14 23:00:00,France,France,FR,44.76,65.19,90.69,23.67,opendata.reseaux-energies.fr,False,
2021-01-15 00:00:00,France,France,FR,42.13,61.81,91.37,23.23,opendata.reseaux-energies.fr,False,
2021-01-15 01:00:00,France,France,FR,44.39,64.47,91.01,22.73,opendata.reseaux-energies.fr,False,
2021-01-15 02:00:00,France,France,FR,42.32,61.76,91.56,22.2,opendata.reseaux-energies.fr,False,
2021-01-15 03:00:00,France,France,FR,42.97,62.45,91.54,22.29,opendata.reseaux-energies.fr,False,
2021-01-15 04:00:00,France,France,FR,45.72,65.89,90.86,21.42,opendata.reseaux-energies.fr,False,
2021-01-15 05:00:00,France,France,FR,54.06,76.29,88.89,21.14,opendata.reseaux-energies.fr,False,
2021-01-15 06:00:00,France,France,FR,59.37,82.24,87.97,23.4,opendata.reseaux-energies.fr,False,
2021-01-15 07:00:00,France,France,FR,59.28,81.43,88.23,26.8,opendata.reseaux-energies.fr,False,
2021-01-15 08:00:00,France,France,FR,58.41,80.19,88.5,28.7,opendata.reseaux-energies.fr,False,
2021-01-15 09:00:00,France,France,FR,58.21,80.02,88.6,29.51,opendata.reseaux-energies.fr,False,
2021-01-15 10:00:00,France,France,FR,57.03,78.93,88.78,30.07,opendata.reseaux-energies.fr,False,
2021-01-15 11:00:00,France,France,FR,56.07,78.37,88.84,29.91,opendata.reseaux-energies.fr,False,
2021-01-15 12:00:00,France,France,FR,56.17,78.5,88.75,29.19,opendata.reseaux-energies.fr,False,
2021-01-15 13:00:00,France,France,FR,58.18,80.81,88.34,27.94,opendata.reseaux-energies.fr,False,
2021-01-15 14:00:00,France,France,FR,59.13,81.88,88.15,26.93,opendata.reseaux-energies.fr,False,
2021-01-15 15:00:00,France,France,FR,60.3,83.48,87.82,25.36,opendata.reseaux-energies.fr,False,
2021-01-15 16:00:00,France,France,FR,63.1,86.48,87.32,24.73,opendata.reseaux-energies.fr,False,
2021-01-15 17:00:00,France,France,FR,66.95,91.73,87.0,26.29,opendata.reseaux-energies.fr,False,
2021-01-15 18:00:00,France,France,FR,68.64,93.52,86.77,26.49,opendata.reseaux-energies.fr,False,
2021-01-15 19:00:00,France,France,FR,67.31,92.05,86.53,24.14,opendata.reseaux-energies.fr,False,
2021-01-15 20:00:00,France,France,FR,71.93,97.88,85.48,20.29,opendata.reseaux-energies.fr,False,
2021-01-15 21:00:00,France,France,FR,77.3,104.29,84.62,17.56,opendata.reseaux-energies.fr,False,
2021-01-15 22:00:00,France,France,FR,81.36,109.1,84.03,17.36,opendata.reseaux-energies.fr,False,
2021-01-15 23:00:00,France,France,FR,72.12,98.08,85.4,17.62,opendata.reseaux-energies.fr,False,
2021-01-16 00:00:00,France,France,FR,68.53,93.71,86.18,17.2,opendata.reseaux-energies.fr,False,
2021-01-16 01:00:00,France,France,FR,68.75,93.91,86.24,16.55,opendata.reseaux-energies.fr,False,
2021-01-16 02:00:00,France,France,FR,66.09,90.97,86.6,15.11,opendata.reseaux-energies.fr,False,
2021-01-16 03:00:00,France,France,FR,63.35,88.18,86.76,15.16,opendata.reseaux-energies.fr,False,
2021-01-16 04:00:00,France,France,FR,62.0,86.63,87.03,15.61,opendata.reseaux-energies.fr,False,
2021-01-16 05:00:00,France,France,FR,64.97,89.97,86.69,16.29,opendata.reseaux-energies.fr,False,
2021-01-16 06:00:00,France,France,FR,71.53,97.55,85.66,16.72,opendata.reseaux-energies.fr,False,
2021-01-16 07:00:00,France,France,FR,74.0,100.53,85.09,18.2,opendata.reseaux-energies.fr,False,
2021-01-16 08:00:00,France,France,FR,75.36,102.0,85.18,20.98,opendata.reseaux-energies.fr,False,
2021-01-16 09:00:00,France,France,FR,76.5,103.64,85.16,22.88,opendata.reseaux-energies.fr,False,
2021-01-16 10:00:00,France,France,FR,75.45,102.65,85.29,24.21,opendata.reseaux-energies.fr,False,
2021-01-16 11:00:00,France,France,FR,75.18,102.28,85.49,25.87,opendata.reseaux-energies.fr,False,
2021-01-16 12:00:00,France,France,FR,72.65,99.15,85.76,25.84,opendata.reseaux-energies.fr,False,
2021-01-16 13:00:00,France,France,FR,67.85,93.86,86.17,24.4,opendata.reseaux-energies.fr,False,
2021-01-16 14:00:00,France,France,FR,68.27,94.49,85.91,22.79,opendata.reseaux-energies.fr,False,
2021-01-16 15:00:00,France,France,FR,67.92,93.97,85.88,22.27,opendata.reseaux-energies.fr,False,
2021-01-16 16:00:00,France,France,FR,68.69,94.48,86.05,22.87,opendata.reseaux-energies.fr,False,
2021-01-16 17:00:00,France,France,FR,71.89,97.5,86.12,25.31,opendata.reseaux-energies.fr,False,
2021-01-16 18:00:00,France,France,FR,74.77,100.64,85.79,25.91,opendata.reseaux-energies.fr,False,
2021-01-16 19:00:00,France,France,FR,72.22,97.91,86.04,24.45,opendata.reseaux-energies.fr,False,
2021-01-16 20:00:00,France,France,FR,69.74,95.33,86.23,22.04,opendata.reseaux-energies.fr,False,
2021-01-16 21:00:00,France,France,FR,68.19,93.15,86.88,21.26,opendata.reseaux-energies.fr,False,
2021-01-16 22:00:00,France,France,FR,70.15,95.58,86.56,21.49,opendata.reseaux-energies.fr,False,
2021-01-16 23:00:00,France,France,FR,70.66,96.03,86.66,20.47,opendata.reseaux-energies.fr,False,
2021-01-17 00:00:00,France,France,FR,63.4,87.08,88.03,19.37,opendata.reseaux-energies.fr,False,
2021-01-17 01:00:00,France,France,FR,58.03,80.79,88.86,19.34,opendata.reseaux-energies.fr,False,
2021-01-17 02:00:00,France,France,FR,50.2,71.78,90.02,18.85,opendata.reseaux-energies.fr,False,
2021-01-17 03:00:00,France,France,FR,46.94,67.67,90.71,18.64,opendata.reseaux-energies.fr,False,
2021-01-17 04:00:00,France,France,FR,47.65,68.49,90.56,18.24,opendata.reseaux-energies.fr,False,
2021-01-17 05:00:00,France,France,FR,47.95,68.83,90.53,18.57,opendata.reseaux-energies.fr,False,
2021-01-17 06:00:00,France,France,FR,47.45,68.14,90.59,18.84,opendata.reseaux-energies.fr,False,
2021-01-17 07:00:00,France,France,FR,52.91,75.39,89.15,19.18,opendata.reseaux-energies.fr,False,
2021-01-17 08:00:00,France,France,FR,54.6,77.91,88.37,19.71,opendata.reseaux-energies.fr,False,
2021-01-17 09:00:00,France,France,FR,57.19,81.78,87.39,20.89,opendata.reseaux-energies.fr,False,
2021-01-17 10:00:00,France,France,FR,57.61,82.65,87.26,21.59,opendata.reseaux-energies.fr,False,
2021-01-17 11:00:00,France,France,FR,55.4,80.15,87.7,22.67,opendata.reseaux-energies.fr,False,
2021-01-17 12:00:00,France,France,FR,52.65,76.84,88.26,22.29,opendata.reseaux-energies.fr,False,
2021-01-17 13:00:00,France,France,FR,45.52,67.79,89.93,21.1,opendata.reseaux-energies.fr,False,
2021-01-17 14:00:00,France,France,FR,44.01,65.71,90.26,20.16,opendata.reseaux-energies.fr,False,
2021-01-17 15:00:00,France,France,FR,46.71,68.71,89.63,18.41,opendata.reseaux-energies.fr,False,
2021-01-17 16:00:00,France,France,FR,53.15,76.07,88.33,17.63,opendata.reseaux-energies.fr,False,
2021-01-17 17:00:00,France,France,FR,58.6,81.98,87.4,21.44,opendata.reseaux-energies.fr,False,
2021-01-17 18:00:00,France,France,FR,59.5,83.39,87.2,21.72,opendata.reseaux-energies.fr,False,
2021-01-17 19:00:00,France,France,FR,61.08,85.85,86.69,18.56,opendata.reseaux-energies.fr,False,
2021-01-17 20:00:00,France,France,FR,63.72,89.05,86.23,16.47,opendata.reseaux-energies.fr,False,
2021-01-17 21:00:00,France,France,FR,64.71,90.13,86.23,16.11,opendata.reseaux-energies.fr,False,
2021-01-17 22:00:00,France,France,FR,67.44,93.27,85.85,16.31,opendata.reseaux-energies.fr,False,
2021-01-17 23:00:00,France,France,FR,68.23,94.23,85.74,15.77,opendata.reseaux-energies.fr,False,
2021-01-18 00:00:00,France,France,FR,64.98,90.3,86.37,14.84,opendata.reseaux-energies.fr,False,
2021-01-18 01:00:00,France,France,FR,69.15,95.4,85.57,14.81,opendata.reseaux-energies.fr,False,
2021-01-18 02:00:00,France,France,FR,64.61,89.93,86.42,15.05,opendata.reseaux-energies.fr,False,
2021-01-18 03:00:00,France,France,FR,60.44,84.91,87.14,15.36,opendata.reseaux-energies.fr,False,
2021-01-18 04:00:00,France,France,FR,65.94,91.31,86.27,15.06,opendata.reseaux-energies.fr,False,
2021-01-18 05:00:00,France,France,FR,68.92,94.89,85.65,16.85,opendata.reseaux-energies.fr,False,
2021-01-18 06:00:00,France,France,FR,71.74,97.3,85.6,22.14,opendata.reseaux-energies.fr,False,
2021-01-18 07:00:00,France,France,FR,71.41,96.05,85.85,25.26,opendata.reseaux-energies.fr,False,
2021-01-18 08:00:00,France,France,FR,73.02,98.37,85.73,26.58,opendata.reseaux-energies.fr,False,
2021-01-18 09:00:00,France,France,FR,69.22,94.65,86.23,26.48,opendata.reseaux-energies.fr,False,
2021-01-18 10:00:00,France,France,FR,66.44,92.16,86.41,25.98,opendata.reseaux-energies.fr,False,
2021-01-18 11:00:00,France,France,FR,64.57,89.99,86.9,26.31,opendata.reseaux-energies.fr,False,
2021-01-18 12:00:00,France,France,FR,63.38,88.75,87.0,26.22,opendata.reseaux-energies.fr,False,
2021-01-18 13:00:00,France,France,FR,64.02,89.75,86.73,24.62,opendata.reseaux-energies.fr,False,
2021-01-18 14:00:00,France,France,FR,65.53,91.45,86.36,22.43,opendata.reseaux-energies.fr,False,
2021-01-18 15:00:00,France,France,FR,67.3,93.28,85.95,20.56,opendata.reseaux-energies.fr,False,
2021-01-18 16:00:00,France,France,FR,69.14,94.74,85.92,21.95,opendata.reseaux-energies.fr,False,
2021-01-18 17:00:00,France,France,FR,71.02,96.22,86.05,25.91,opendata.reseaux-energies.fr,False,
2021-01-18 18:00:00,France,France,FR,71.3,96.38,86.2,27.27,opendata.reseaux-energies.fr,False,
2021-01-18 19:00:00,France,France,FR,61.44,85.36,87.33,25.6,opendata.reseaux-energies.fr,False,
2021-01-18 20:00:00,France,France,FR,54.64,78.08,88.16,23.95,opendata.reseaux-energies.fr,False,
2021-01-18 21:00:00,France,France,FR,47.2,69.5,89.46,24.43,opendata.reseaux-energies.fr,False,
2021-01-18 22:00:00,France,France,FR,49.59,71.82,89.25,26.35,opendata.reseaux-energies.fr,False,
2021-01-18 23:00:00,France,France,FR,49.07,70.81,89.57,25.93,opendata.reseaux-energies.fr,False,
2021-01-19 00:00:00,France,France,FR,48.03,69.66,89.8,24.94,opendata.reseaux-energies.fr,False,
2021-01-19 01:00:00,France,France,FR,47.46,69.53,89.65,24.2,opendata.reseaux-energies.fr,False,
2021-01-19 02:00:00,France,France,FR,44.35,65.83,90.22,24.29,opendata.reseaux-energies.fr,False,
2021-01-19 03:00:00,France,France,FR,41.36,62.03,91.01,24.81,opendata.reseaux-energies.fr,False,
2021-01-19 04:00:00,France,France,FR,44.12,65.27,90.6,25.32,opendata.reseaux-energies.fr,False,
2021-01-19 05:00:00,France,France,FR,47.85,69.49,90.05,26.22,opendata.reseaux-energies.fr,False,
2021-01-19 06:00:00,France,France,FR,52.71,75.27,89.28,28.57,opendata.reseaux-energies.fr,False,
2021-01-19 07:00:00,France,France,FR,53.29,75.33,89.33,31.0,opendata.reseaux-energies.fr,False,
2021-01-19 08:00:00,France,France,FR,50.96,72.37,89.77,31.74,opendata.reseaux-energies.fr,False,
2021-01-19 09:00:00,France,France,FR,49.16,70.71,90.13,31.69,opendata.reseaux-energies.fr,False,
2021-01-19 10:00:00,France,France,FR,47.35,69.26,90.25,31.49,opendata.reseaux-energies.fr,False,
2021-01-19 11:00:00,France,France,FR,47.3,69.44,90.19,31.46,opendata.reseaux-energies.fr,False,
2021-01-19 12:00:00,France,France,FR,46.06,67.98,90.19,31.47,opendata.reseaux-energies.fr,False,
2021-01-19 13:00:00,France,France,FR,45.78,67.95,90.11,30.17,opendata.reseaux-energies.fr,False,
2021-01-19 14:00:00,France,France,FR,49.23,72.19,89.37,28.23,opendata.reseaux-energies.fr,False,
2021-01-19 15:00:00,France,France,FR,51.16,74.26,88.89,26.66,opendata.reseaux-energies.fr,False,
2021-01-19 16:00:00,France,France,FR,57.38,81.27,88.07,26.46,opendata.reseaux-energies.fr,False,
2021-01-19 17:00:00,France,France,FR,59.54,83.47,87.96,28.91,opendata.reseaux-energies.fr,False,
2021-01-19 18:00:00,France,France,FR,56.63,80.01,88.38,31.05,opendata.reseaux-energies.fr,False,
2021-01-19 19:00:00,France,France,FR,54.3,77.41,88.4,30.84,opendata.reseaux-energies.fr,False,
2021-01-19 20:00:00,France,France,FR,52.92,75.91,88.65,29.27,opendata.reseaux-energies.fr,False,
2021-01-19 21:00:00,France,France,FR,49.87,71.77,89.68,28.5,opendata.reseaux-energies.fr,False,
2021-01-19 22:00:00,France,France,FR,46.65,67.34,90.54,29.39,opendata.reseaux-energies.fr,False,
2021-01-19 23:00:00,France,France,FR,45.11,65.8,90.75,28.41,opendata.reseaux-energies.fr,False,
2021-01-20 00:00:00,France,France,FR,41.62,61.58,91.52,27.06,opendata.reseaux-energies.fr,False,
2021-01-20 01:00:00,France,France,FR,39.87,59.21,92.12,26.46,opendata.reseaux-energies.fr,False,
2021-01-20 02:00:00,France,France,FR,36.03,54.53,92.92,26.1,opendata.reseaux-energies.fr,False,
2021-01-20 03:00:00,France,France,FR,34.86,53.29,93.02,26.01,opendata.reseaux-energies.fr,False,
2021-01-20 04:00:00,France,France,FR,33.54,51.7,93.2,25.03,opendata.reseaux-energies.fr,False,
2021-01-20 05:00:00,France,France,FR,34.19,52.39,93.06,25.04,opendata.reseaux-energies.fr,False,
2021-01-20 06:00:00,France,France,FR,39.23,58.83,91.75,26.43,opendata.reseaux-energies.fr,False,
